,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,is_male,is_female,deck,class_points,is_young_child,is_child,is_adult,is_older,class_1,class_2,class_3,deck_a,deck_b,deck_c,deck_d,deck_e,deck_f,deck_g,deck_t,deck_nan,embarked_c,embarked_q,embarked_s,parch_gt_0,parch_gt_1,parch_gt_2,predictor_2,predictor_3,predictor_4,will_survive,correct
218,219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,False,True,D,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,345.25834,1.5244486062963591,1.148211224,True,True
219,220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,True
220,221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,True,False,,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-253.39,-1.0991226054894034,-1.2159925600000001,False,False
221,222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.4,-0.6909511545170487,-1.0159231770000001,False,True
222,223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,,S,True,False,,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.39,-1.2307073584894033,-1.338231534,False,True
223,224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42084,-1.2214390231832088,-1.338231534,False,True
224,225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,True,False,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-72.0,0.08025100312235442,-0.298455771,False,False
225,226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.13,-1.2212682309411083,-1.338231534,False,True
226,227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,False
227,228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.55,-1.2223229115960463,-1.338231534,False,True
228,229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.4,-0.6909511545170487,-1.0159231770000001,False,True
229,230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,150.09334,0.02185481634410319,-0.1041212719999999,False,True
230,231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,False,True,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,326.695,1.1636767216587962,0.788246991,True,True
231,232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.445,-1.222059241432312,-1.338231534,False,True
232,233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.3,-0.6994862700753967,-1.0159231770000001,False,True
233,234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,False,True,,1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,201.2775,0.36032176090803564,0.1658363980000001,True,True
234,235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,True
235,236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,96.50999999999999,-0.1349099319310552,-0.2515287719999999,False,True
236,237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-229.8,-0.6976237214090976,-1.0159231770000001,False,True
237,238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,False,True,,2,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,270.25,0.9038867505200618,0.4881447550000001,True,True
238,239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,True
239,240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.545,-0.691315270457444,-1.0159231770000001,False,True
240,241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,117.89084,0.1880429483500519,0.07237193200000006,True,False
241,242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,108.1,0.023978131316211092,-0.09586849899999994,True,True
242,243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,True
243,244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.575,-1.2223856902064594,-1.338231534,False,True
244,245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-283.555,-0.898434763318129,-1.0143308299999998,False,True
245,246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,True,False,C,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-62.0,0.22636011674735448,-0.14279549800000002,False,True
246,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,96.555,-0.1353564794323118,-0.2515287719999999,False,True
247,248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,False,True,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,217.9,0.6274683421412406,0.21818708500000006,True,True
248,249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,True,False,D,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,-29.48916,0.2585205709705985,-0.114984742,False,False
249,250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-229.8,-0.6976237214090976,-1.0159231770000001,False,True
250,251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.55,-1.2217633625960465,-1.338231534,False,True
251,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,False,True,G,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,172.0925,0.35554205548323414,0.21279025100000004,True,False
252,253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,True,False,C,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-84.69,0.044013662851719565,-0.298455771,False,True
253,254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-301.78,-1.2222934983538065,-1.338231534,False,True
254,255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,False,True,,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,149.0425,0.09306715363711428,-0.1041212719999999,False,True
255,256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,168.04916,0.42325966744240856,0.21977943200000005,True,True
256,257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,False,True,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,270.84,1.058841620557672,0.680584057,True,True
257,258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,False,True,B,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,327.3,1.2300541954057906,0.8486899099999999,True,True
258,259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C,False,True,,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,357.46584,1.275812066,0.680584057,True,True
259,260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,False,True,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,220.2,0.5545067541325692,0.21818708500000006,True,True
260,261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-293.45,-1.0622015921543944,-1.1825712609999999,False,True
261,262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,True,False,,1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,-198.7225,-0.7263810010919642,-0.920866364,False,False
262,263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,True,False,E,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,-24.069999999999993,0.2579484333468253,-0.12037894299999999,False,True
263,264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,True,False,B,3,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-90.0,0.09112240500000002,-0.238012852,False,True
264,265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,106.55000000000001,0.024501169845605596,-0.09586849899999994,True,False
265,266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.9,-0.6922067267253086,-1.0159231770000001,False,True
266,267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,True,False,,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,-197.0625,-0.9398821875272084,-1.0685850600000002,False,True
267,268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.445,-1.2264745538073119,-1.338231534,False,False
268,269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,False,True,C,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,390.6925,1.3554679491706971,0.935654491,True,True
269,270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,False,True,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,337.12666,1.194287438797828,0.788246991,True,True
270,271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,True,False,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-158.8,-0.3759692776175778,-0.730019409,False,True
271,272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-305.0,-1.225964071,-1.338231534,False,False
272,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,False,True,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,218.9,0.5512422663910936,0.21818708500000006,True,True
273,274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,True,False,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-14.060000000000002,0.5392950190007936,0.17285243299999997,True,False
274,275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,106.55000000000001,0.024501169845605596,-0.09586849899999994,True,True
275,276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,False,True,D,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,325.59166,1.1881833745782733,0.82431052,True,True
276,277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,False,True,,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,96.55000000000001,-0.1441552651543944,-0.2515287719999999,False,True
277,278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0.0,,S,True,False,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-235.0,-0.696920581,-1.0159231770000001,False,True
278,279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,True,False,,1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,-189.175,-0.6381576281071062,-0.7652060909999999,False,True
279,280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,149.05,0.027505914678571497,-0.1041212719999999,False,False
280,281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,True,False,,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-293.45,-1.0715473711543944,-1.1825712609999999,False,True
281,282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42916,-1.2220194649047542,-1.338231534,False,True
282,283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,True,False,,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-253.1,-1.0983943736086126,-1.2159925600000001,False,True
283,284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.39,-1.2219211284894034,-1.338231534,False,False
284,285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,True,False,A,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-134.8,-0.039281945034097654,-0.41310788600000004,False,True
285,286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-283.2675,-0.8977128092983796,-1.0143308299999998,False,True
286,287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.1,-1.2211928966086125,-1.338231534,False,False
287,288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42084,-1.2219985721832087,-1.338231534,False,True
288,289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.4,-0.6997373845170488,-1.0159231770000001,False,False
289,290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,106.55000000000001,0.023941620845605603,-0.09586849899999994,True,True
290,291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,False,True,,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,250.76999999999998,0.7342055874485157,0.3566833530000001,True,True
291,292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,False,True,B,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,348.21584,1.5518393935332162,1.172590614,True,True
292,293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,True,False,D,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-137.425,0.10051393787253826,-0.224395306,False,True
293,294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,96.77000000000001,-0.13481658338276006,-0.2515287719999999,False,True
294,295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42084,-1.2219985721832087,-1.338231534,False,True
295,296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,True,False,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-139.45584,-0.05371548257170819,-0.406118705,False,True
296,297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-283.55416,-0.8984326539568191,-1.0143308299999998,False,True
297,298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,False,True,C,3,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,440.31,1.6993465632230451,1.205612161,True,False
298,299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,True,False,C,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-83.9,0.055343245940770086,-0.298455771,False,False
299,300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,False,True,B,3,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,429.50416,1.787050367145164,1.319998114,True,True
300,301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,False,True,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,106.55000000000001,0.024501169845605596,-0.09586849899999994,True,True
301,302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-290.35,-1.0632476692131834,-1.1825712609999999,False,False
302,303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-305.0,-1.225964071,-1.338231534,False,True
303,304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,False,True,E,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,252.47,1.0175283297088038,0.688672824,True,True
304,305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.39,-1.2213615794894033,-1.338231534,False,True
305,306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,True,False,C,3,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,40.31,0.6126438012230453,0.11890939899999997,True,True
306,307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,False,True,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,277.17666,1.0747538889360557,0.680584057,True,True
307,308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,False,True,C,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,401.78,1.623145118016799,1.234386669,True,True
308,309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,True,False,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-210.2,-0.3659412451757055,-0.6920224730000001,False,True
309,310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,False,True,E,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,341.38584,1.5093299985433868,1.142817023,True,True
310,311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,False,True,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,346.63166,1.491833682146454,1.112147695,True,True
311,312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,False,True,B,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,432.475,1.8644171708402042,1.319998114,True,True
312,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,False,True,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,220.2,0.5588776717575692,0.21818708500000006,True,False
313,314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42084,-1.2219985721832087,-1.338231534,False,True
314,315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,-179.75,-0.5364857630216049,-0.8685156770000001,False,True
315,316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,False,True,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,96.57084,-0.1353167029047541,-0.2515287719999999,False,False
316,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,False,True,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,170.2,0.3978652705909026,0.07077958500000006,True,True
317,318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,True,False,,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-232.2,-0.6992351556337447,-1.0159231770000001,False,True
318,319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,False,True,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,392.97334,1.4399326879683385,0.935654491,True,True
319,320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,False,True,E,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,406.9,1.6960991535960463,1.290224523,True,True
320,321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.55,-1.2223229115960463,-1.338231534,False,True
321,322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,True,False,,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-303.42084,-1.2219985721832087,-1.338231534,False,True
322,323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,False,True,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,177.47,0.5547358147088036,0.22643985800000005,True,True
323,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,False,True,,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,220.8,0.560384358407481,0.21818708500000006,True,True
324,325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,True,False,,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,-241.08999999999997,-0.9948336108328779,-1.190824034,False,True
325,326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,False,True,C,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,357.12666,1.518188142797828,1.112147695,True,True
